title,time,genre,rating,description,votes,directors,stars,year,gross
Le divorce,117,Comedy,4.9,French vs. American social customs and behaviors are observed in a story about an American visiting her Frenchman-wed sister in Paris.,11509,['James Ivory'],"['Kate Hudson', 'Naomi Watts', 'Stockard Channing', 'Jean-Marie Lhomme']",2003,9070000.0
Le doulos,108,Crime,7.7,"A burglar betraying other criminals, prepares for a big heist with a trusted friend that might be as untrustworthy as he.",10574,['Jean-Pierre Melville'],"['Jean-Paul Belmondo', 'Serge Reggiani', 'Jean Desailly', 'René Lefèvre']",1962,80000.0
Le dîner de cons,80,Comedy,7.6,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.",41094,['Francis Veber'],"['Thierry Lhermitte', 'Jacques Villeret', 'Francis Huster', 'Daniel Prévost']",1998,4070000.0
Le fabuleux destin d'Amélie Poulain,122,Comedy,8.3,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",742490,['Jean-Pierre Jeunet'],"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Lorella Cravotta']",2001,33229999.0
Le fantôme de la liberté,104,Comedy,7.8,A series of surreal sequences that critique morality and society in a stream of consciousness style.,15798,['Luis Buñuel'],"['Jean-Claude Brialy', 'Adolfo Celi', 'Michel Piccoli', 'Monica Vitti']",1974,10000.0
Le gamin au vélo,87,Drama,7.4,"Abandoned by his father, a young boy is left in a state-run youth farm. In a random act of kindness, the town hair-dresser agrees to foster him on week-ends.",27405,"['Jean-Pierre Dardenne', 'Luc Dardenne']","['Thomas Doret', 'Cécile de France', 'Jérémie Renier', 'Fabrizio Rongione']",2011,1380000.0
Le gendarme de Saint-Tropez,90,Comedy,7.1,Gendarme Ludovic Cruchot is re-assigned to the French Riviera seaside resort town of Saint-Tropez where petty criminals and his own daughter give him a hard time.,12277,['Jean Girault'],"['Louis de Funès', 'Geneviève Grad', 'Michel Galabru', 'Christian Marin']",1964,
Le genou de Claire,105,Drama,7.5,"On lakeside summer holiday, a conflicted older man is dared to have a flirt with two beautiful teenage stepsisters despite his betrothal to a diplomat's daughter and the fact that the girls have boyfriends.",10914,['Éric Rohmer'],"['Jean-Claude Brialy', 'Aurora Cornu', 'Béatrice Romand', 'Laurence de Monaghan']",1970,40000.0
Le grand bain,121,Comedy,6.9,A depressed man joins a synchronized swimming team made up of middle aged men.,10548,['Gilles Lellouche'],"['Mathieu Amalric', 'Guillaume Canet', 'Benoît Poelvoorde', 'Jean-Hugues Anglade']",2018,
Le grand bleu,168,Adventure,7.5,"The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown.",51133,['Luc Besson'],"['Jean-Marc Barr', 'Jean Reno', 'Rosanna Arquette', 'Paul Shenar']",1988,3500000.0
Le jeu,90,Comedy,6.8,"3.5 couples meet for dinner party. The men have known each other for decades. During dinner they play a game of sharing texts, calls, e-mails etc. by placing all 7 cell phones on the table. Unexpected results as all have secrets.",14873,['Fred Cavayé'],"['Bérénice Bejo', 'Suzanne Clément', 'Stéphane De Groodt', 'Vincent Elbaz']",2018,
Le locataire,126,Drama,7.6,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,43328,['Roman Polanski'],"['Roman Polanski', 'Isabelle Adjani', 'Melvyn Douglas', 'Jo Van Fleet']",1976,1920000.0
Le mépris,103,Drama,7.5,Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue.,31509,['Jean-Luc Godard'],"['Brigitte Bardot', 'Jack Palance', 'Michel Piccoli', 'Giorgia Moll']",1963,40000.0
Le notti di Cabiria,110,Drama,8.1,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,48244,['Federico Fellini'],"['Giulietta Masina', 'François Périer', 'Franca Marzi', 'Dorian Gray']",1957,750000.0
Le pacte des loups,142,Action,7.0,"In 18th-century France, the Chevalier de Fronsac and his Native American friend Mani are sent to the Gevaudan province at the king's behest to investigate the killings of hundreds by a mysterious beast.",66148,['Christophe Gans'],"['Samuel Le Bihan', 'Mark Dacascos', 'Jérémie Renier', 'Vincent Cassel']",2001,11260000.0
Le passé,130,Drama,7.7,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",48475,['Asghar Farhadi'],"['Bérénice Bejo', 'Tahar Rahim', 'Ali Mosaffa', 'Pauline Burlet']",2013,1330000.0
Le placard,84,Comedy,7.0,"A man spreads the rumor of his fake homosexuality with the aid of his neighbor, to prevent his imminent firing at his work.",17436,['Francis Veber'],"['Daniel Auteuil', 'Gérard Depardieu', 'Thierry Lhermitte', 'Michèle Laroque']",2001,6680000.0
Le procès,119,Drama,7.6,"An unassuming office worker is arrested and stands trial, but he is never made aware of his charges.",21255,['Orson Welles'],"['Anthony Perkins', 'Arnoldo Foà', 'Jess Hahn', 'Billy Kearns']",1962,
Le professionnel,108,Action,7.4,"Victim of a plot which has resulted in his imprisonment in a Central African jail for two years, a French secret agent arrives in Paris to settle accounts.",15361,['Georges Lautner'],"['Jean-Paul Belmondo', 'Jean Desailly', 'Cyrielle Clair', 'Marie-Christine Descouard']",1981,
Le prénom,109,Comedy,7.3,Vincent is about to become a father. At a meeting with childhood friends he announces the name for his future son. The scandalous name ignites a discussion which surfaces unpleasant matters from the past of the group.,16474,"['Alexandre de La Patellière', 'Matthieu Delaporte']","['Patrick Bruel', 'Valérie Benguigui', 'Charles Berling', 'Guillaume de Tonquédec']",2012,
Le salaire de la peur,131,Adventure,8.2,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",59965,['Henri-Georges Clouzot'],"['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli']",1953,
Le scaphandre et le papillon,112,Biography,8.0,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,107062,['Jean-Dominique Bauby'],"['Julian Schnabel', 'Mathieu Amalric', 'Emmanuelle Seigner', 'Marie-Josée Croze', 'Anne Consigny']",2007,5990000.0
Le sens de la fête,117,Comedy,6.8,A hectic wedding party held in an 17th century French palace comes together with the help of the behind-the-scenes staff.,10608,"['Olivier Nakache', 'Éric Toledano']","['Jean-Pierre Bacri', 'Jean-Paul Rouve', 'Gilles Lellouche', 'Vincent Macaigne']",2017,
Le temps du loup,114,Drama,6.5,"When Anna and her family arrive at their holiday home, they find it occupied by strangers. This confrontation is just the beginning of a painful learning process.",10646,['Michael Haneke'],"['Isabelle Huppert', 'Anaïs Demoustier', 'Béatrice Dalle', 'Patrice Chéreau']",2003,60000.0
Le tout nouveau testament,114,Comedy,7.1,Did you know that God is alive and lives in Brussels with his daughter?,32233,['Jaco Van Dormael'],"['Pili Groyne', 'Benoît Poelvoorde', 'Catherine Deneuve', 'François Damiens']",2015,90000.0
Le trou,131,Crime,8.5,Distrust and uncertainty arise when four long-term inmates cautiously induct a new prisoner into their elaborate prison-break scheme.,17622,['Jacques Becker'],"['André Bervil', 'Jean Keraudy', 'Michel Constantin', 'Philippe Leroy']",1960,30000.0
Le violon rouge,130,Drama,7.6,"A red-colored violin inspires passion, making its way through three centuries over several owners and countries, eventually ending up at an auction where it may find a new owner.",32937,['François Girard'],"['Carlo Cecchi', 'Jean-Luc Bideau', 'Christoph Koncz', 'Jason Flemyng']",1998,9470000.0
Lean on Me,108,Drama,7.4,The dedicated but tyrannical Joe Clark is appointed the principal of a decaying inner-city school he is determined to improve by any and all means.,20124,['John G. Avildsen'],"['Morgan Freeman', 'Beverly Todd', 'Robert Guillaume', 'Alan North']",1989,31910000.0
Lean on Pete,121,Adventure,7.2,"A teenager gets a summer job working for a horse trainer and befriends the fading racehorse, Lean on Pete.",12560,['Andrew Haigh'],"['Charlie Plummer', 'Amy Seimetz', 'Travis Fimmel', 'Steve Buscemi']",2017,1160000.0
Leap Year,100,Comedy,6.4,"Anna Brady plans to travel to Dublin, Ireland to propose to her boyfriend Jeremy on February 29, leap day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it.",102896,['Anand Tucker'],"['Amy Adams', 'Matthew Goode', 'Adam Scott', 'John Lithgow']",2010,25920000.0
Leap of Faith,108,Comedy,6.1,Fake faith healer Jonas Nightingale is stranded in a small town where he finds he can't fool all of the people all of the time.,13171,['Richard Pearce'],"['Steve Martin', 'Debra Winger', 'Lolita Davidovich', 'Liam Neeson']",1992,23370000.0
Leatherface,90,Crime,5.0,"A teenage Leatherface escapes from a mental hospital with three other inmates, kidnapping a young nurse and taking her on a road trip from hell, while being pursued by a lawman out for revenge.",23343,"['Alexandre Bustillo', 'Julien Maury']","['Stephen Dorff', 'Lili Taylor', 'Sam Strike', 'Vanessa Grasse']",2017,
Leatherface: Texas Chainsaw Massacre III,85,Horror,5.0,A California couple and a survivalist encounter Leatherface and his family.,16588,['Jeff Burr'],"['Kate Hodge', 'Ken Foree', 'R.A. Mihailoff', 'William Butler']",1990,5770000.0
Leatherheads,114,Comedy,6.0,"In 1925, an enterprising pro football player convinces America's too-good-to-be-true college football hero to play for his team and keep the league from going under.",32301,['George Clooney'],"['George Clooney', 'Renée Zellweger', 'John Krasinski', 'David de Vries']",2008,31200000.0
Leave Her to Heaven,110,Drama,7.6,"A writer falls in love with a young socialite and they're soon married, but her obsessive love for him threatens to be the undoing of them both as well as everyone around them.",12474,['John M. Stahl'],"['Gene Tierney', 'Cornel Wilde', 'Jeanne Crain', 'Vincent Price']",1945,
Leave No Trace,109,Adventure,7.1,"A father and his thirteen-year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon when a small mistake derails their lives forever.",57807,['Debra Granik'],"['Thomasin McKenzie', 'Ben Foster', 'Jeffery Rifflard', 'Derek John Drescher']",2018,6050000.0
Leaves of Grass,105,Comedy,6.4,"An Ivy League professor is lured back to his Oklahoma hometown, where his twin brother, a small-time pot grower, has concocted a scheme to take down a local drug lord.",27120,['Tim Blake Nelson'],"['Edward Norton', 'Keri Russell', 'Henry Max Nelson', 'Lucy DeVito']",2009,70000.0
Leaving Las Vegas,111,Drama,7.5,"Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",122565,['Mike Figgis'],"['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands', 'Richard Lewis']",1995,31970000.0
Lebanon,93,Drama,6.9,"During the First Lebanon War in 1982, a lone tank and a paratroopers platoon are dispatched to search a hostile town.",11511,['Samuel Maoz'],"['Yoav Donat', 'Itay Tiran', 'Oshri Cohen', 'Michael Moshonov']",2009,370000.0
Left Behind,110,Action,3.1,A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.,39544,['Vic Armstrong'],"['Nicolas Cage', 'Lea Thompson', 'Cassi Thomson', 'Chad Michael Murray']",2014,14000000.0
Legal Eagles,116,Comedy,6.0,"A New York district attorney works and flirts with his adversary and her kooky artist client, who is on trial for a murder she didn't commit.",10964,['Ivan Reitman'],"['Robert Redford', 'Debra Winger', 'Daryl Hannah', 'Brian Dennehy']",1986,49850000.0
Legally Blonde,96,Comedy,6.4,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks.",210253,['Robert Luketic'],"['Reese Witherspoon', 'Luke Wilson', 'Selma Blair', 'Matthew Davis']",2001,96520000.0
"Legally Blonde 2: Red, White & Blonde",95,Comedy,4.7,"Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.",66307,['Charles Herman-Wurmfeld'],"['Reese Witherspoon', 'Sally Field', 'Bob Newhart', 'Regina King']",2003,90190000.0
Legend,94,Adventure,6.3,A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves.,64690,['Ridley Scott'],"['Tom Cruise', 'Mia Sara', 'Tim Curry', 'David Bennent']",1985,15500000.0
Legend,132,Biography,6.9,Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,174984,['Brian Helgeland'],"['Tom Hardy', 'Emily Browning', 'Taron Egerton', 'Paul Anderson']",2015,1870000.0
Legend of the Guardians: The Owls of Ga'Hoole,97,Animation,6.9,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.",82674,['Zack Snyder'],"['Jim Sturgess', 'Hugo Weaving', 'David Wenham', 'Emily Barclay']",2010,55680000.0
Legends of the Fall,133,Drama,7.5,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",161892,['Edward Zwick'],"['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn', 'Julia Ormond']",1994,66640000.0
Legion,100,Action,5.2,"When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.",104234,['Scott Stewart'],"['Paul Bettany', 'Dennis Quaid', 'Charles S. Dutton', 'Lucas Black']",2010,40170000.0
Legionnaire,99,Action,5.4,"Alain is a boxer in 1925 Marseille, France. When he doesn't take the dive paid to take by a mob boss, he has to split. He joins the Foreign Legion and is sent to Morocco. He makes 3 friends and they watch each other's backs.",24029,['Peter MacDonald'],"['Jean-Claude Van Damme', 'Adewale Akinnuoye-Agbaje', 'Steven Berkoff', 'Nicholas Farrell']",1998,
Lenny,111,Biography,7.6,"The story of acerbic 1960s comic Lenny Bruce, whose groundbreaking, no-holds-barred style and social commentary was often deemed by the Establishment as too obscene for the public.",15946,['Lenny Bruce'],"['Bob Fosse', 'Dustin Hoffman', 'Valerie Perrine', 'Jan Miner', 'Stanley Beck']",1974,8430000.0
Lepa sela lepo gore,115,Comedy,8.6,"During the war in Bosnia, two childhood friends eventually become enemies, as the tragic and devastating circumstances of the war put them on the opposite sides and expose the most gruesome and cruel aspects of the human nature.",16331,['Srdjan Dragojevic'],"['Dragan Bjelogrlic', 'Nikola Kojo', 'Dragan Maksimovic', 'Zoran Cvijanovic']",1996,
Leprechaun,92,Comedy,4.7,"An evil, sadistic Leprechaun goes on a killing rampage in search of his beloved pot of gold.",26674,['Mark Jones'],"['Warwick Davis', 'Jennifer Aniston', 'Ken Olandt', 'Mark Holton']",1993,8560000.0
